"Prompt: 
You will see a series of words. Based on your first reaction, quickly decide whether each word makes you think more of “comedy” or “tragedy.” Write down your choice next to each word.

Please note:

Quick reaction: Don’t overthink it—rely on your first impression.
Concise response: Simply write the word and your choice. Do not add any extra content.

These words are:
",order-0,shuffle0-test0,"Prompt: 
You will see a series of words. Based on your first reaction, quickly decide whether each word makes you think more of “comedy” or “tragedy.” Write down your choice next to each word.

Please note:

Quick reaction: Don’t overthink it—rely on your first impression.
Concise response: Simply write the word and your choice. Do not add any extra content.

These words are:
.1",order-1,shuffle1-test0
4228. oils,2122,COMEDY,4228. say,644,COMEDY
4229. You,30,COMEDY,4229. substance,2442,TRAGEDY
4230. studies,541,TRAGEDY,4230. Focus,1781,COMEDY
4231. auto,4980,COMEDY,4231. card,1437,COMEDY
4232. minimize,1322,COMEDY,4232. danger,2097,TRAGEDY
4233. White,2469,TRAGEDY,4233. ask,605,COMEDY
4234. classroom,2282,COMEDY,4234. preservation,2444,TRAGEDY
4235. package,1659,COMEDY,4235. century,1050,TRAGEDY
4236. business,132,TRAGEDY,4236. solve,1677,COMEDY
4237. themes,562,TRAGEDY,4237. stereotypes,2369,COMEDY
4238. attached,4367,TRAGEDY,4238. jokes,4895,COMEDY
4239. wait,1006,COMEDY,4239. Canada,2004,COMEDY
4240. overview,2019,COMEDY,4240. await,3673,TRAGEDY
4241. reform,3389,TRAGEDY,4241. conference,3142,COMEDY
4242. nodded,3843,COMEDY,4242. collaborating,4541,COMEDY
4243. silence,2112,TRAGEDY,4243. City,962,TRAGEDY
4244. shirt,4062,COMEDY,4244. cool,2396,COMEDY
4245. dust,3714,TRAGEDY,4245. December,3456,TRAGEDY
4246. seen,358,TRAGEDY,4246. contact,703,COMEDY
4247. continued,785,TRAGEDY,4247. participants,1315,COMEDY
4248. visits,4874,COMEDY,4248. home,185,COMEDY
4249. Thai,4810,COMEDY,4249. Revolution,2553,TRAGEDY
4250. Offer,2653,COMEDY,4250. designer,4048,COMEDY
4251. obtained,4231,COMEDY,4251. drama,3174,TRAGEDY
4252. household,3546,COMEDY,4252. advice,691,COMEDY
4253. networks,1394,COMEDY,4253. water,54,TRAGEDY
4254. branches,3571,COMEDY,4254. Conduct,3297,TRAGEDY
4255. shipping,2718,COMEDY,4255. options,146,COMEDY
4256. Focus,1781,COMEDY,4256. gameplay,3067,COMEDY
4257. languages,1190,COMEDY,4257. spells,4066,COMEDY
4258. discrimination,1067,TRAGEDY,4258. phenomenon,4014,TRAGEDY
4259. URL,2698,COMEDY,4259. adventure,1195,COMEDY
4260. delivering,2860,COMEDY,4260. train,1625,TRAGEDY
4261. measuring,3573,COMEDY,4261. PAGE,4413,COMEDY
4262. visualization,3064,COMEDY,4262. morning,1203,COMEDY
4263. designs,974,COMEDY,4263. SQL,3271,TRAGEDY
4264. improving,524,COMEDY,4264. act,869,COMEDY
4265. begin,1713,COMEDY,4265. burden,3539,TRAGEDY
4266. architecture,930,TRAGEDY,4266. require,633,TRAGEDY
4267. breeze,3591,COMEDY,4267. tried,1007,TRAGEDY
4268. compost,4185,COMEDY,4268. provider,1583,COMEDY
4269. train,1625,TRAGEDY,4269. generating,2144,COMEDY
4270. equality,1444,TRAGEDY,4270. subjects,2635,TRAGEDY
4271. announced,3503,COMEDY,4271. music,67,COMEDY
4272. Sarah,817,COMEDY,4272. seek,1281,TRAGEDY
4273. Agency,4579,TRAGEDY,4273. dimension,3952,COMEDY
4274. party,998,COMEDY,4274. excellence,4845,COMEDY
4275. stumbled,3510,COMEDY,4275. Mishaali,4198,COMEDY
4276. K,4794,COMEDY,4276. elected,4900,COMEDY
4277. optimize,1176,COMEDY,4277. honor,2756,TRAGEDY
4278. Festival,2581,COMEDY,4278. viewing,4182,COMEDY
4279. Project,2078,TRAGEDY,4279. challenging,649,TRAGEDY
4280. Narotica,4319,TRAGEDY,4280. I,3,COMEDY
4281. technologies,344,COMEDY,4281. impacting,4932,TRAGEDY
4282. Companies,2677,COMEDY,4282. toppings,3995,COMEDY
4283. pool,2321,COMEDY,4283. Resources,4664,TRAGEDY
4284. Address,2682,TRAGEDY,4284. adjusting,3343,COMEDY
4285. credentials,4438,TRAGEDY,4285. okay,2880,COMEDY
4286. personality,1047,COMEDY,4286. television,2743,COMEDY
4287. meters,4150,COMEDY,4287. mapping,4657,TRAGEDY
4288. grown,2354,TRAGEDY,4288. ratings,3469,COMEDY
4289. Mary,2805,COMEDY,4289. curves,4650,COMEDY
4290. hospitality,4717,COMEDY,4290. reports,1370,TRAGEDY
4291. Developing,3763,COMEDY,4291. jumping,4821,COMEDY
4292. connectivity,3662,COMEDY,4292. entertainment,1431,COMEDY
4293. American,1870,COMEDY,4293. gloves,4693,COMEDY
4294. flexibility,1540,COMEDY,4294. sense,89,COMEDY
4295. UI,4612,COMEDY,4295. exploration,1167,COMEDY
4296. encourage,573,COMEDY,4296. developed,671,TRAGEDY
4297. falls,2659,TRAGEDY,4297. healthcare,306,TRAGEDY
4298. Hotel,4450,COMEDY,4298. challenges,84,TRAGEDY
4299. b,918,COMEDY,4299. wait,1006,COMEDY
4300. below,3801,TRAGEDY,4300. disadvantages,4596,TRAGEDY
4301. promise,3039,COMEDY,4301. dataset,2317,TRAGEDY
4302. responses,915,COMEDY,4302. alternative,3468,COMEDY
4303. vendors,3053,COMEDY,4303. survey,2386,COMEDY
4304. conference,3142,COMEDY,4304. man,472,COMEDY
4305. reported,1966,TRAGEDY,4305. Florida,4780,COMEDY
4306. responding,3423,COMEDY,4306. contribute,610,COMEDY
4307. equipped,2672,COMEDY,4307. amidst,3257,TRAGEDY
4308. generates,3567,COMEDY,4308. She,56,COMEDY
4309. authors,2639,COMEDY,4309. mark,2893,TRAGEDY
4310. edge,1424,TRAGEDY,4310. automate,4910,TRAGEDY
4311. affects,1475,TRAGEDY,4311. Visitors,4898,COMEDY
4312. attack,1572,TRAGEDY,4312. personality,1047,COMEDY
4313. motivate,3924,COMEDY,4313. Chicago,4414,TRAGEDY
4314. aftermath,4538,TRAGEDY,4314. wages,4500,TRAGEDY
4315. becoming,847,COMEDY,4315. Energy,1657,COMEDY
4316. confusion,1469,COMEDY,4316. foods,1002,COMEDY
4317. chaos,1323,TRAGEDY,4317. asking,1903,COMEDY
4318. Technology,1948,COMEDY,4318. sorting,4599,COMEDY
4319. ambiance,4777,COMEDY,4319. selection,1440,COMEDY
4320. participate,1217,COMEDY,4320. Yes,4085,COMEDY
4321. worked,992,COMEDY,4321. campaign,612,COMEDY
4322. soldiers,2628,TRAGEDY,4322. material,569,COMEDY
4323. dating,3581,COMEDY,4323. Gloopy,4847,COMEDY
4324. mix,651,COMEDY,4324. Play,4804,COMEDY
4325. Machine,3233,COMEDY,4325. given,342,TRAGEDY
4326. words,245,COMEDY,4326. compare,1847,COMEDY
4327. mess,4718,COMEDY,4327. fan,2240,COMEDY
4328. evidence,687,TRAGEDY,4328. knees,3722,COMEDY
4329. sauce,953,COMEDY,4329. towering,3543,TRAGEDY
4330. nations,2438,TRAGEDY,4330. mechanisms,1517,TRAGEDY
4331. days,537,COMEDY,4331. technology,55,COMEDY
4332. decided,1377,TRAGEDY,4332. agree,3880,COMEDY
4333. jewelry,2866,COMEDY,4333. consuming,3954,TRAGEDY
4334. achievements,2079,COMEDY,4334. websites,1023,COMEDY
4335. analyze,909,TRAGEDY,4335. helped,380,COMEDY
4336. cut,1362,TRAGEDY,4336. index,1380,COMEDY
4337. tech,2745,COMEDY,4337. wrapped,4684,COMEDY
4338. He,57,COMEDY,4338. IN,4057,COMEDY
4339. Nick,4345,COMEDY,4339. helps,238,COMEDY
4340. seem,2153,COMEDY,4340. mysteries,4278,TRAGEDY
4341. anger,3014,TRAGEDY,4341. fight,894,TRAGEDY
4342. storing,3604,COMEDY,4342. Apple,1967,COMEDY
4343. discussed,2827,TRAGEDY,4343. Post,4659,COMEDY
4344. centers,1998,COMEDY,4344. sourcing,4313,COMEDY
4345. walking,1261,COMEDY,4345. categories,2657,COMEDY
4346. phase,2798,COMEDY,4346. charging,3344,COMEDY
4347. chains,3348,TRAGEDY,4347. attract,1350,COMEDY
4348. form,191,COMEDY,4348. consider,231,TRAGEDY
4349. affected,1000,TRAGEDY,4349. topics,787,COMEDY
4350. waste,345,TRAGEDY,4350. museum,1784,TRAGEDY
4351. purchasing,2419,COMEDY,4351. territory,4462,TRAGEDY
4352. attitudes,2140,COMEDY,4352. corruption,2457,TRAGEDY
4353. production,316,COMEDY,4353. housing,1311,COMEDY
4354. Windows,2680,COMEDY,4354. call,702,COMEDY
4355. console,3732,COMEDY,4355. Continue,4530,COMEDY
4356. databases,4094,TRAGEDY,4356. been,21,COMEDY
4357. arts,1571,COMEDY,4357. creates,1127,COMEDY
4358. Episode,4897,COMEDY,4358. creators,3927,COMEDY
4359. tour,1538,COMEDY,4359. recognizing,2796,COMEDY
4360. origins,3969,TRAGEDY,4360. charm,2878,COMEDY
4361. powers,879,TRAGEDY,4361. firm,2418,TRAGEDY
4362. profound,4253,TRAGEDY,4362. incentives,1429,COMEDY
4363. economy,554,TRAGEDY,4363. dedicated,1720,COMEDY
4364. Continue,4530,COMEDY,4364. whispers,3625,TRAGEDY
4365. establishing,2924,TRAGEDY,4365. spine,4711,TRAGEDY
4366. Island,3137,COMEDY,4366. Engage,3404,COMEDY
4367. defeat,3155,TRAGEDY,4367. analysis,253,TRAGEDY
4368. bodies,1309,TRAGEDY,4368. participation,1875,COMEDY
4369. worldwide,4971,TRAGEDY,4369. monitoring,985,TRAGEDY
4370. receiving,2541,COMEDY,4370. practicing,1535,COMEDY
4371. coach,3242,COMEDY,4371. compromise,3464,COMEDY
4372. children,274,COMEDY,4372. accommodate,3448,COMEDY
4373. part,141,TRAGEDY,4373. statements,2059,TRAGEDY
4374. simplicity,4163,COMEDY,4374. adaptation,3244,COMEDY
4375. riding,4476,COMEDY,4375. completed,1956,COMEDY
4376. explains,4415,COMEDY,4376. distances,4308,TRAGEDY
4377. tastes,4209,COMEDY,4377. silver,3968,COMEDY
4378. ships,4295,TRAGEDY,4378. neck,2833,TRAGEDY
4379. permission,4343,COMEDY,4379. adorned,2908,COMEDY
4380. flowing,3627,COMEDY,4380. solutions,391,COMEDY
4381. Islamic,3219,NEUTRAL,4381. measurements,4222,COMEDY
4382. noting,2389,COMEDY,4382. category,2683,COMEDY
4383. produce,927,COMEDY,4383. mentor,3587,COMEDY
4384. concentration,2524,TRAGEDY,4384. Prompts,4987,COMEDY
4385. habits,1560,COMEDY,4385. participating,2598,COMEDY
4386. led,320,TRAGEDY,4386. bedroom,4467,COMEDY
4387. placed,1827,COMEDY,4387. stretching,3113,COMEDY
4388. moving,1135,COMEDY,4388. cozy,3857,COMEDY
4389. Health,1191,NEUTRAL,4389. personalized,2632,COMEDY
4390. prioritize,780,COMEDY,4390. adjustments,2626,COMEDY
4391. discussing,1976,COMEDY,4391. lack,709,TRAGEDY
4392. reporting,1569,TRAGEDY,4392. occurred,3013,TRAGEDY
4393. loves,3295,COMEDY,4393. chemicals,1944,TRAGEDY
4394. classes,1062,COMEDY,4394. root,1408,TRAGEDY
4395. friends,295,COMEDY,4395. roles,920,COMEDY
4396. saw,771,TRAGEDY,4396. failure,1999,TRAGEDY
4397. windows,2859,COMEDY,4397. pair,1711,COMEDY
4398. La,3209,COMEDY,4398. particles,2865,COMEDY
4399. height,1406,COMEDY,4399. fraud,3657,TRAGEDY
4400. point,362,COMEDY,4400. analytics,1413,COMEDY
4401. predictions,3208,COMEDY,4401. Justice,4153,TRAGEDY
4402. Spain,3909,NEUTRAL,4402. perception,2290,COMEDY
4403. setup,3321,COMEDY,4403. experimenting,4287,COMEDY
4404. providing,175,COMEDY,4404. aspirations,4038,COMEDY
4405. wings,3393,COMEDY,4405. affected,1000,TRAGEDY
4406. Incorporate,3109,COMEDY,4406. outcomes,621,TRAGEDY
4407. communicate,793,COMEDY,4407. institutions,1097,TRAGEDY
4408. murder,4715,TRAGEDY,4408. practice,260,COMEDY
4409. Energy,1657,COMEDY,4409. care,214,COMEDY
4410. Test,2128,TRAGEDY,4410. runs,2379,COMEDY
4411. reducing,217,COMEDY,4411. Web,4281,COMEDY
4412. contains,1139,COMEDY,4412. precision,2046,COMEDY
4413. consider,231,TRAGEDY,4413. poverty,1316,TRAGEDY
4414. professionals,822,COMEDY,4414. March,2763,COMEDY
4415. planned,3875,COMEDY,4415. producing,2468,COMEDY
4416. Joe,4710,COMEDY,4416. pick,3225,COMEDY
4417. footage,4485,TRAGEDY,4417. JSON,2600,COMEDY
4418. actors,2527,COMEDY,4418. mean,1346,TRAGEDY
4419. protocol,4803,TRAGEDY,4419. inferred,2936,COMEDY
4420. travel,614,COMEDY,4420. claim,2630,TRAGEDY
4421. retain,3541,TRAGEDY,4421. pink,3163,COMEDY
4422. meeting,965,COMEDY,4422. request,752,COMEDY
4423. poverty,1316,TRAGEDY,4423. NULL,3900,COMEDY
4424. beat,1163,TRAGEDY,4424. eat,2024,COMEDY
4425. ensure,45,TRAGEDY,4425. bags,2125,COMEDY
4426. jacket,4734,COMEDY,4426. glass,1505,TRAGEDY
4427. seeks,3372,TRAGEDY,4427. Write,294,COMEDY
4428. attraction,4016,COMEDY,4428. lock,4341,TRAGEDY
4429. consumers,1048,COMEDY,4429. pet,2550,COMEDY
4430. possibilities,2028,COMEDY,4430. name,172,COMEDY
4431. choose,514,COMEDY,4431. canvas,2954,COMEDY
4432. mining,2443,TRAGEDY,4432. Africa,1502,TRAGEDY
4433. analytics,1413,COMEDY,4433. had,16,TRAGEDY
4434. seat,2903,COMEDY,4434. fell,2820,TRAGEDY
4435. generator,3319,COMEDY,4435. width,2190,COMEDY
4436. crotch,3296,COMEDY,4436. wind,862,COMEDY
4437. reduces,2107,COMEDY,4437. analyzed,4549,COMEDY
4438. holes,4624,COMEDY,4438. rely,3268,COMEDY
4439. derived,4878,TRAGEDY,4439. achievement,3252,COMEDY
4440. insecurity,4922,TRAGEDY,4440. Jane,1280,COMEDY
4441. II,1984,TRAGEDY,4441. voting,3459,COMEDY
4442. mean,1346,COMEDY,4442. gave,1601,COMEDY
4443. intensity,1749,TRAGEDY,4443. predictions,3208,COMEDY
4444. School,1495,COMEDY,4444. emergency,1527,TRAGEDY
4445. reviews,990,COMEDY,4445. fee,3483,TRAGEDY
4446. cross,4623,TRAGEDY,4446. containing,2991,COMEDY
4447. told,1673,COMEDY,4447. artwork,1450,COMEDY
4448. Programs,4936,COMEDY,4448. Congress,4805,COMEDY
4449. AR,3277,COMEDY,4449. hopes,4720,TRAGEDY
4450. advanced,3538,TRAGEDY,4450. sport,2608,COMEDY
4451. adds,1338,COMEDY,4451. being,46,TRAGEDY
4452. comes,436,COMEDY,4452. customs,2364,COMEDY
4453. gear,2592,COMEDY,4453. produces,3381,COMEDY
4454. Ed,2057,COMEDY,4454. experiments,3506,COMEDY
4455. Emily,2706,COMEDY,4455. CEO,4411,TRAGEDY
4456. transport,1864,TRAGEDY,4456. df,3608,COMEDY
4457. kept,2157,TRAGEDY,4457. wonders,4020,COMEDY
4458. minutes,398,COMEDY,4458. detailed,4723,TRAGEDY
4459. delivery,1144,COMEDY,4459. adult,2818,TRAGEDY
4460. come,285,COMEDY,4460. tracking,1292,TRAGEDY
4461. compassion,2016,TRAGEDY,4461. sounds,427,COMEDY
4462. lift,4228,COMEDY,4462. pop,2673,COMEDY
4463. gives,1479,COMEDY,4463. emotions,357,TRAGEDY
4464. described,2052,TRAGEDY,4464. Nikon,4588,COMEDY
4465. learn,226,COMEDY,4465. accessing,3338,COMEDY
4466. considered,535,TRAGEDY,4466. scale,1485,TRAGEDY
4467. deforestation,2397,TRAGEDY,4467. facilities,1567,COMEDY
4468. destinations,3092,COMEDY,4468. S,2134,COMEDY
4469. students,113,COMEDY,4469. norms,1455,COMEDY
4470. boards,4465,COMEDY,4470. January,3499,TRAGEDY
4471. allure,4954,COMEDY,4471. spirituality,4575,COMEDY
4472. reliability,2843,TRAGEDY,4472. move,536,COMEDY
4473. coaching,2301,COMEDY,4473. wrap,3754,COMEDY
4474. team,88,COMEDY,4474. street,1184,TRAGEDY
4475. automation,1522,TRAGEDY,4475. avocado,4104,COMEDY
4476. chemistry,4248,COMEDY,4476. Users,3126,COMEDY
4477. Cost,4133,TRAGEDY,4477. reform,3389,TRAGEDY
4478. News,3932,TRAGEDY,4478. spell,2799,COMEDY
4479. extends,4329,COMEDY,4479. bike,2263,COMEDY
4480. Image,2621,COMEDY,4480. pursue,2329,TRAGEDY
4481. submission,3888,TRAGEDY,4481. educate,2952,COMEDY
4482. elegance,4013,COMEDY,4482. layers,1961,COMEDY
4483. contributes,2609,COMEDY,4483. mask,2624,TRAGEDY
4484. town,907,COMEDY,4484. parameters,1848,COMEDY
4485. boys,3940,COMEDY,4485. intimacy,4374,TRAGEDY
4486. revenue,1072,TRAGEDY,4486. leader,1448,TRAGEDY
4487. engage,487,COMEDY,4487. stars,1589,COMEDY
4488. Anna,4689,TRAGEDY,4488. Description,2789,COMEDY
4489. darkness,1744,TRAGEDY,4489. tested,3523,TRAGEDY
4490. mentor,3587,COMEDY,4490. youth,2992,COMEDY
4491. Me,3555,COMEDY,4491. direction,1500,COMEDY
4492. install,2022,COMEDY,4492. desert,3858,TRAGEDY
4493. qualifications,3867,TRAGEDY,4493. gang,2941,TRAGEDY
4494. associated,449,TRAGEDY,4494. sectors,2433,COMEDY
4495. margin,4224,TRAGEDY,4495. enable,2077,COMEDY
4496. brings,1719,COMEDY,4496. School,1495,TRAGEDY
4497. podcast,3066,COMEDY,4497. bullying,4989,TRAGEDY
4498. UK,1964,COMEDY,4498. passwords,4398,COMEDY
4499. stopped,4006,TRAGEDY,4499. compensation,3928,TRAGEDY
4500. May,1920,COMEDY,4500. filter,1837,COMEDY
4501. returned,2701,COMEDY,4501. featured,3166,COMEDY
4502. supplies,2351,COMEDY,4502. False,4197,TRAGEDY
4503. we,12,COMEDY,4503. novel,1342,COMEDY
4504. infections,3766,TRAGEDY,4504. translate,4137,COMEDY
4505. schemes,4796,COMEDY,4505. filling,2189,COMEDY
4506. flow,1238,COMEDY,4506. sentence,1233,TRAGEDY
4507. man,472,COMEDY,4507. Agreement,3214,COMEDY
4508. line,299,COMEDY,4508. celebration,3196,COMEDY
4509. glimpse,4648,COMEDY,4509. orange,2824,COMEDY
4510. mother,1073,TRAGEDY,4510. quote,3437,COMEDY
4511. Season,4979,COMEDY,4511. renewed,4557,COMEDY
4512. designing,2765,COMEDY,4512. period,626,TRAGEDY
4513. spicy,3170,COMEDY,4513. backgrounds,1354,TRAGEDY
4514. Create,385,COMEDY,4514. completion,3964,COMEDY
4515. relying,3302,TRAGEDY,4515. highlighting,1543,COMEDY
4516. cute,3342,COMEDY,4516. interaction,1496,COMEDY
4517. reminders,4492,TRAGEDY,4517. dimensions,2747,COMEDY
4518. boost,1700,COMEDY,4518. continue,343,COMEDY
4519. involving,2145,TRAGEDY,4519. capabilities,1138,COMEDY
4520. officials,2099,TRAGEDY,4520. j,1655,COMEDY
4521. booking,4293,COMEDY,4521. python,2177,COMEDY
4522. web,1120,COMEDY,4522. moments,943,TRAGEDY
4523. meaning,922,TRAGEDY,4523. p,2067,COMEDY
4524. Report,4584,TRAGEDY,4524. topic,744,COMEDY
4525. dealing,2036,TRAGEDY,4525. disputes,4705,TRAGEDY
4526. mythology,3580,TRAGEDY,4526. Super,3172,COMEDY
4527. representatives,4301,TRAGEDY,4527. practices,70,TRAGEDY
4528. cookies,2848,COMEDY,4528. float,2428,COMEDY
4529. breakdown,3575,TRAGEDY,4529. character,227,COMEDY
4530. Pay,4421,TRAGEDY,4530. proved,4998,TRAGEDY
4531. Improved,3284,COMEDY,4531. cooperation,1789,COMEDY
4532. lands,3746,TRAGEDY,4532. enabling,2038,TRAGEDY
4533. ourselves,2118,COMEDY,4533. number,107,COMEDY
4534. Central,3384,COMEDY,4534. survival,1777,TRAGEDY
4535. query,1943,COMEDY,4535. thing,685,COMEDY
4536. square,3765,COMEDY,4536. buses,4961,COMEDY
4537. summer,1637,COMEDY,4537. pepper,1318,COMEDY
4538. essay,583,TRAGEDY,4538. Egypt,3941,TRAGEDY
4539. India,1061,COMEDY,4539. insert,4417,COMEDY
4540. optimized,3856,COMEDY,4540. Class,4478,COMEDY
4541. stands,1388,COMEDY,4541. vulnerability,2244,TRAGEDY
4542. div,1854,COMEDY,4542. rates,597,COMEDY
4543. met,1254,COMEDY,4543. judgment,2996,TRAGEDY
4544. Beach,3324,COMEDY,4544. structures,1078,TRAGEDY
4545. premises,2975,TRAGEDY,4545. tsp,4116,COMEDY
4546. didn,4487,TRAGEDY,4546. remains,838,TRAGEDY
4547. resolving,4892,COMEDY,4547. dessert,3728,COMEDY
4548. messages,983,COMEDY,4548. record,1263,COMEDY
4549. cup,634,COMEDY,4549. boys,3940,COMEDY
4550. navigation,2801,COMEDY,4550. World,737,TRAGEDY
4551. ties,4457,TRAGEDY,4551. parents,803,COMEDY
4552. gun,3256,TRAGEDY,4552. searching,2006,TRAGEDY
4553. shadow,3461,TRAGEDY,4553. intent,4676,TRAGEDY
4554. connection,495,COMEDY,4554. radius,4404,COMEDY
4555. resolved,4758,COMEDY,4555. people,29,COMEDY
4556. screen,1178,COMEDY,4556. connection,495,COMEDY
4557. transactions,2394,COMEDY,4557. has,7,COMEDY
4558. voting,3459,COMEDY,4558. preparing,2760,COMEDY
4559. owners,2383,COMEDY,4559. agencies,1665,TRAGEDY
4560. enabling,2038,COMEDY,4560. study,242,COMEDY
4561. Java,2906,COMEDY,4561. obstacles,1464,TRAGEDY
4562. sister,2174,COMEDY,4562. strategies,186,COMEDY
4563. public,1497,COMEDY,4563. took,655,COMEDY
4564. valued,2724,TRAGEDY,4564. Building,2316,COMEDY
4565. obtain,2424,COMEDY,4565. clarity,2287,COMEDY
4566. Skills,4913,COMEDY,4566. sales,654,COMEDY
4567. internet,1278,COMEDY,4567. submit,3288,TRAGEDY
4568. abilities,590,COMEDY,4568. explaining,3339,COMEDY
4569. punishment,4539,TRAGEDY,4569. promise,3039,TRAGEDY
4570. matrix,2881,TRAGEDY,4570. profile,2324,COMEDY
4571. aids,3742,TRAGEDY,4571. styles,620,COMEDY
4572. family,137,COMEDY,4572. comparison,2535,TRAGEDY
4573. crimes,3890,TRAGEDY,4573. message,284,TRAGEDY
4574. collaborate,2075,COMEDY,4574. factors,190,TRAGEDY
4575. bags,2125,COMEDY,4575. features,124,COMEDY
4576. consistency,2342,TRAGEDY,4576. include,189,COMEDY
4577. using,25,COMEDY,4577. magic,1629,COMEDY
4578. smooth,4788,COMEDY,4578. log,2686,COMEDY
4579. enhances,3370,COMEDY,4579. shared,558,COMEDY
4580. sections,3046,COMEDY,4580. loading,4431,COMEDY
4581. Karen,4729,COMEDY,4581. class,327,COMEDY
4582. layer,1259,TRAGEDY,4582. enthusiasts,3560,COMEDY
4583. calls,1564,TRAGEDY,4583. connectivity,3662,COMEDY
4584. Dear,2529,COMEDY,4584. challenge,479,TRAGEDY
4585. portrayed,3905,TRAGEDY,4585. Economic,4701,TRAGEDY
4586. Find,3792,COMEDY,4586. conditions,287,TRAGEDY
4587. shake,4050,COMEDY,4587. Tommy,4174,COMEDY
4588. raising,2664,COMEDY,4588. sword,4629,TRAGEDY
4589. End,2345,TRAGEDY,4589. Home,2728,COMEDY
4590. carries,4653,TRAGEDY,4590. beginning,1477,COMEDY
4591. al,2911,COMEDY,4591. leading,223,COMEDY
4592. maintain,379,TRAGEDY,4592. explain,755,COMEDY
4593. psychology,3824,TRAGEDY,4593. Node,4386,TRAGEDY
4594. events,116,COMEDY,4594. room,269,COMEDY
4595. environment,82,TRAGEDY,4595. transactions,2394,TRAGEDY
4596. interventions,1765,TRAGEDY,4596. teasing,4315,COMEDY
4597. mirror,3398,COMEDY,4597. containers,3191,COMEDY
4598. migration,2711,TRAGEDY,4598. capability,3088,COMEDY
4599. incentives,1429,COMEDY,4599. approval,4166,COMEDY
4600. Halo,4834,COMEDY,4600. addressed,2184,TRAGEDY
4601. YouTube,2158,COMEDY,4601. bonds,2972,COMEDY
4602. client,1119,TRAGEDY,4602. scales,4616,TRAGEDY
4603. juice,1916,COMEDY,4603. analyzing,1649,TRAGEDY
4604. font,3400,COMEDY,4604. agreements,3129,COMEDY
4605. competitors,2346,TRAGEDY,4605. True,2884,COMEDY
4606. keywords,1907,COMEDY,4606. problem,683,TRAGEDY
4607. transmission,4012,TRAGEDY,4607. research,69,TRAGEDY
4608. availability,1271,COMEDY,4608. discussions,1671,COMEDY
4609. facts,1832,COMEDY,4609. cities,905,TRAGEDY
4610. vehicles,1168,COMEDY,4610. Kingdom,3006,TRAGEDY
4611. employer,4784,TRAGEDY,4611. debates,4269,COMEDY
4612. War,1015,TRAGEDY,4612. goal,580,COMEDY
4613. cuisine,1063,COMEDY,4613. responsibilities,1718,TRAGEDY
4614. integration,1335,COMEDY,4614. throw,3986,COMEDY
4615. anyone,901,COMEDY,4615. breakdown,3575,TRAGEDY
4616. conferences,3819,COMEDY,4616. regions,821,TRAGEDY
4617. Trade,4795,TRAGEDY,4617. combine,3849,COMEDY
4618. brown,3418,COMEDY,4618. Style,4604,COMEDY
4619. teaspoon,2740,COMEDY,4619. robotics,4753,COMEDY
4620. categories,2657,COMEDY,4620. founded,4380,COMEDY
4621. eliminate,3471,TRAGEDY,4621. balance,309,COMEDY
4622. Meditation,4901,COMEDY,4622. Museum,2051,TRAGEDY
4623. centered,4951,COMEDY,4623. test,522,TRAGEDY
4624. problems,592,TRAGEDY,4624. property,839,COMEDY
4625. supposed,4207,COMEDY,4625. keys,2738,COMEDY
4626. College,2644,COMEDY,4626. religions,3589,TRAGEDY
4627. extract,2295,TRAGEDY,4627. Steve,4447,COMEDY
4628. occur,2590,TRAGEDY,4628. Elizabeth,4806,TRAGEDY
4629. Mental,3636,TRAGEDY,4629. std,1373,TRAGEDY
4630. portfolio,2853,COMEDY,4630. landmarks,2692,COMEDY
4631. portraits,4212,COMEDY,4631. client,1119,COMEDY
4632. Jesus,3805,TRAGEDY,4632. Robert,3727,COMEDY
4633. is,1,COMEDY,4633. darkness,1744,TRAGEDY
4634. working,199,COMEDY,4634. limited,1626,TRAGEDY
4635. minute,3173,COMEDY,4635. audiences,1418,COMEDY
4636. carrots,3963,COMEDY,4636. Visit,3860,COMEDY
4637. parts,736,TRAGEDY,4637. updated,2440,COMEDY
4638. secure,1096,COMEDY,4638. profiles,4044,COMEDY
4639. First,2500,COMEDY,4639. terms,409,TRAGEDY
4640. dimensions,2747,COMEDY,4640. heating,3870,COMEDY
4641. respiratory,4809,TRAGEDY,4641. deals,2790,COMEDY
4642. feels,979,COMEDY,4642. equity,2582,COMEDY
4643. slice,4831,COMEDY,4643. blend,1310,COMEDY
4644. training,131,COMEDY,4644. pan,2726,COMEDY
4645. Jake,3016,COMEDY,4645. FROM,4635,COMEDY
4646. driver,2633,COMEDY,4646. welfare,2572,TRAGEDY
4647. breasts,2716,COMEDY,4647. anecdotes,4236,COMEDY
4648. stick,2464,COMEDY,4648. parent,2732,TRAGEDY
4649. simulation,4353,COMEDY,4649. talking,1573,COMEDY
4650. fly,4244,COMEDY,4650. leaving,859,TRAGEDY
4651. regulations,560,TRAGEDY,4651. span,3978,COMEDY
4652. Access,3101,COMEDY,4652. South,1082,COMEDY
4653. inspire,1491,COMEDY,4653. contents,3532,COMEDY
4654. truth,1574,TRAGEDY,4654. line,299,COMEDY
4655. girls,1122,COMEDY,4655. civilizations,4679,TRAGEDY
4656. pasta,2990,COMEDY,4656. formula,1880,COMEDY
4657. bottle,2886,COMEDY,4657. Mars,4320,COMEDY
4658. employees,331,COMEDY,4658. Texas,3894,COMEDY
4659. jumping,4821,COMEDY,4659. shifting,4501,TRAGEDY
